Area,Location,Bedrooms,Bathrooms,Year Built,Nearby Metro,Price
1528,Kolkata,1,2,2004,No,47.94
2165,Kolkata,5,1,2019,Yes,96.35
1196,Chennai,5,2,1999,Yes,77.49
1498,Kolkata,4,2,2009,Yes,79.4
3890,Delhi,4,1,2016,Yes,163.7
3024,Bangalore,3,1,2003,No,115.15
2435,Kolkata,5,2,2007,Yes,100.86
1195,Kolkata,2,1,2018,No,43.0
3292,Kolkata,1,2,1999,Yes,125.04
875,Chennai,2,2,1997,No,52.15
1064,Mumbai,2,1,2013,Yes,52.55
3302,Chennai,3,3,2016,No,124.21
2619,Delhi,3,2,1996,No,127.53
1517,Delhi,5,1,1995,Yes,84.15
3582,Hyderabad,2,3,2010,Yes,147.03
1650,Kolkata,2,2,2021,Yes,67.07
2190,Delhi,3,3,2003,No,87.91
943,Chennai,5,3,2004,No,60.83
1684,Chennai,5,3,2014,Yes,90.69
3940,Chennai,1,2,2013,Yes,149.87
3970,Kolkata,4,1,2017,No,142.08
1195,Bangalore,3,1,1995,No,54.76
3896,Chennai,3,3,2008,No,131.14
3795,Pune,2,1,2006,No,125.45
3738,Kolkata,4,1,1995,Yes,149.38
2292,Delhi,2,3,1996,Yes,95.17
1967,Chennai,3,3,2014,No,94.76
3416,Kolkata,4,1,2015,No,109.94
1862,Hyderabad,3,3,2011,No,92.35
2956,Bangalore,1,3,2022,Yes,117.58
1865,Mumbai,3,2,2017,No,78.76
2009,Kolkata,5,1,1999,Yes,97.34
3782,Delhi,1,3,2006,Yes,148.2
3245,Chennai,1,3,2004,No,124.25
1433,Chennai,4,1,2017,Yes,71.27
1956,Mumbai,4,3,1995,Yes,88.73
2038,Bangalore,4,3,2009,No,95.43
1532,Pune,5,3,2007,No,80.77
1034,Kolkata,4,3,1997,No,58.02
3505,Mumbai,1,1,2002,Yes,119.2
1550,Bangalore,4,2,2002,Yes,75.66
3435,Hyderabad,4,2,1997,No,146.18
3880,Bangalore,4,1,2000,No,135.32
3945,Hyderabad,5,3,2011,Yes,159.11
1753,Kolkata,1,3,2006,No,65.73
3339,Kolkata,2,3,1996,No,100.08
3760,Chennai,1,1,2014,No,128.62
2342,Hyderabad,2,2,2022,No,82.71
1997,Chennai,3,1,2007,Yes,92.27
2476,Delhi,4,3,2013,Yes,130.08
1991,Chennai,1,3,2000,Yes,74.64
3017,Hyderabad,3,2,2012,No,130.74
2216,Hyderabad,4,2,2019,Yes,102.62
3793,Chennai,3,3,2000,Yes,140.6
3642,Bangalore,2,2,2004,No,132.9
3481,Chennai,3,3,2009,No,135.8
2017,Chennai,3,3,2013,No,82.89
2340,Kolkata,2,1,2015,Yes,82.89
2876,Chennai,3,2,2009,Yes,140.84
2245,Kolkata,4,2,2008,No,94.73
3186,Hyderabad,4,3,2013,Yes,143.28
2319,Kolkata,3,2,2021,Yes,128.64
2188,Kolkata,5,2,2003,Yes,102.08
2656,Pune,3,1,2004,Yes,86.05
2165,Pune,4,1,2006,Yes,98.69
1299,Delhi,3,1,2004,No,69.96
2480,Hyderabad,3,1,2018,No,94.13
1310,Mumbai,4,3,2015,No,66.91
1016,Kolkata,3,3,2019,Yes,60.55
2124,Bangalore,1,3,2014,No,52.38
1955,Delhi,3,1,2017,No,80.58
2627,Bangalore,5,3,2001,Yes,129.96
3941,Kolkata,2,3,2006,No,111.13
2610,Mumbai,4,1,2002,Yes,144.46
3292,Mumbai,2,1,2004,Yes,125.14
3723,Hyderabad,2,2,2014,Yes,143.43
2005,Delhi,4,1,2006,Yes,87.97
3014,Pune,2,3,2007,Yes,127.25
890,Kolkata,1,1,2009,No,34.77
1513,Pune,5,2,2002,Yes,102.88
2681,Pune,4,3,2013,No,110.63
838,Chennai,3,1,2000,Yes,47.37
3997,Chennai,4,2,2001,Yes,154.24
972,Delhi,4,2,1996,No,60.75
1452,Chennai,4,2,1995,No,54.62
1553,Bangalore,5,1,2015,No,54.22
2043,Delhi,5,2,2011,No,79.02
1881,Delhi,3,3,2004,No,76.86
2483,Mumbai,1,3,2014,No,73.99
3323,Mumbai,4,2,2003,Yes,146.38
1255,Delhi,5,2,2003,Yes,71.14
1628,Pune,3,1,2018,No,66.05
1694,Mumbai,1,1,2000,Yes,52.07
2184,Chennai,4,2,2002,Yes,102.65
2758,Kolkata,3,2,2014,Yes,109.3
3872,Kolkata,3,2,2001,Yes,161.43
3234,Delhi,3,1,2004,No,104.72
2796,Bangalore,5,1,2012,Yes,115.85
3195,Delhi,2,3,1997,Yes,124.17
989,Bangalore,4,3,2002,No,60.42
1304,Mumbai,2,1,2010,No,44.6
2014,Pune,1,1,2020,Yes,78.28
2331,Hyderabad,5,1,1998,No,118.06
1623,Bangalore,1,3,1995,Yes,85.61
1728,Pune,5,1,1996,No,87.47
1733,Hyderabad,4,3,1997,No,63.55
1940,Bangalore,5,2,2022,No,100.43
933,Pune,2,3,2008,No,42.97
2905,Bangalore,3,3,2008,No,109.85
1484,Delhi,5,1,1998,No,70.93
3519,Hyderabad,4,2,2004,Yes,147.28
3020,Delhi,3,3,2015,Yes,131.73
2652,Mumbai,4,3,2009,Yes,128.55
1614,Delhi,2,3,2000,Yes,74.33
1972,Kolkata,4,2,2022,Yes,98.56
879,Chennai,2,1,2010,Yes,36.28
3733,Mumbai,3,1,2021,No,151.12
1002,Delhi,3,2,2021,No,59.69
3611,Delhi,3,3,2005,No,114.03
2052,Chennai,4,1,2014,Yes,98.24
2499,Pune,3,1,2006,No,90.13
2050,Delhi,1,3,2004,No,71.47
2482,Bangalore,4,1,2019,Yes,107.86
2355,Pune,4,1,2021,Yes,106.72
2894,Bangalore,2,1,2006,Yes,107.13
2056,Kolkata,5,3,2001,No,113.53
2349,Hyderabad,3,1,1997,Yes,90.1
1966,Pune,2,1,1995,Yes,76.3
2196,Hyderabad,4,1,2016,No,76.8
3503,Bangalore,3,3,2008,Yes,132.84
1270,Delhi,3,1,2006,No,59.9
3818,Hyderabad,5,2,2001,Yes,151.93
1835,Bangalore,5,1,2007,No,94.48
2153,Delhi,2,1,2003,No,95.91
3583,Chennai,4,3,2022,No,147.52
3631,Bangalore,4,1,2022,No,129.83
1767,Mumbai,5,1,2016,No,93.9
1157,Kolkata,1,1,2010,No,46.2
3819,Mumbai,4,1,1995,No,143.5
1467,Bangalore,3,2,2003,Yes,85.55
1172,Kolkata,5,1,2009,No,51.44
1831,Delhi,2,3,2011,Yes,90.23
1945,Pune,2,2,1995,Yes,80.5
2171,Chennai,4,1,1996,No,78.59
3523,Bangalore,1,3,2010,No,117.13
889,Hyderabad,1,2,2012,No,37.25
3545,Chennai,2,1,2002,No,119.76
1339,Delhi,1,2,2004,Yes,51.45
3579,Mumbai,2,2,2020,Yes,123.04
1668,Delhi,3,1,2007,No,56.98
840,Delhi,3,2,1997,No,41.37
1539,Bangalore,1,3,1997,No,47.83
2746,Chennai,4,3,2005,No,118.68
3349,Pune,4,2,2009,No,133.41
3806,Chennai,4,3,2009,No,138.51
2024,Pune,5,1,2002,No,88.18
1728,Mumbai,3,1,2022,No,62.71
2836,Chennai,5,2,2009,Yes,121.54
3308,Pune,5,3,2009,No,158.57
3579,Chennai,4,2,2013,No,124.89
3599,Delhi,5,1,2017,Yes,135.24
1724,Mumbai,4,1,1999,Yes,97.51
3756,Chennai,4,3,2003,No,149.51
2381,Hyderabad,1,2,2013,Yes,99.51
1189,Delhi,3,2,1998,No,42.89
2417,Hyderabad,4,1,2020,No,92.08
3730,Delhi,5,2,2003,Yes,159.2
1055,Mumbai,1,2,2006,Yes,47.39
1508,Chennai,4,1,2002,Yes,56.74
2638,Hyderabad,1,3,2002,No,80.87
2744,Bangalore,2,2,2004,No,86.7
3297,Kolkata,4,2,2008,Yes,152.37
809,Kolkata,3,2,2015,Yes,41.02
3671,Bangalore,1,1,2021,No,127.4
1597,Hyderabad,3,3,2004,Yes,72.69
1676,Kolkata,1,1,2003,Yes,63.49
1828,Bangalore,3,3,2013,Yes,93.1
3990,Delhi,5,2,2012,No,148.03
1815,Chennai,5,1,2002,Yes,104.87
2624,Pune,5,2,1996,Yes,139.66
1173,Chennai,4,2,2012,No,55.23
3936,Mumbai,2,3,2018,Yes,161.56
2993,Pune,3,1,2008,No,107.13
1023,Mumbai,4,3,2014,Yes,67.92
2062,Hyderabad,2,1,2004,Yes,55.44
3024,Hyderabad,2,3,2010,Yes,137.32
2602,Chennai,2,2,2001,No,94.56
1652,Mumbai,4,1,2011,No,70.42
862,Kolkata,5,2,2015,No,44.25
2040,Delhi,5,3,1995,No,86.27
3674,Bangalore,1,1,2016,Yes,141.35
3642,Kolkata,2,1,2005,Yes,125.76
1488,Kolkata,5,3,2018,No,65.59
2284,Chennai,4,2,2018,Yes,98.29
2433,Pune,3,2,2013,Yes,95.19
2952,Pune,5,3,2000,No,100.44
3970,Mumbai,3,1,2004,Yes,134.74
1310,Bangalore,4,3,1997,Yes,89.29
1184,Kolkata,2,3,2001,Yes,61.62
1204,Hyderabad,3,2,1996,No,72.69
3670,Chennai,3,3,2012,No,125.58
1317,Delhi,4,2,2019,Yes,83.36
1275,Mumbai,2,1,1999,No,49.21
2800,Chennai,5,1,2015,Yes,122.92
3556,Chennai,5,3,2008,Yes,155.42
2468,Hyderabad,2,2,1996,Yes,100.29
2693,Bangalore,2,3,2000,No,105.13
3618,Kolkata,4,3,2022,Yes,129.89
2260,Kolkata,5,1,2009,Yes,97.29
3894,Pune,5,3,2006,No,153.99
3844,Hyderabad,1,3,2016,No,123.34
3524,Bangalore,3,1,2003,No,126.83
1513,Mumbai,1,1,2008,No,71.92
882,Mumbai,4,2,2004,No,54.76
1968,Hyderabad,1,3,2005,Yes,77.67
3956,Bangalore,2,3,2017,Yes,144.3
3949,Chennai,3,3,2008,No,128.06
3304,Pune,3,1,2011,No,125.68
2701,Mumbai,4,2,2021,No,94.65
2848,Bangalore,4,3,2000,No,103.32
850,Mumbai,3,3,2016,Yes,59.08
1484,Pune,4,1,1998,Yes,85.46
1516,Hyderabad,3,2,1999,No,58.17
2269,Delhi,3,3,2010,Yes,99.03
1248,Delhi,5,3,2016,No,47.1
1680,Hyderabad,2,1,1999,Yes,88.32
1287,Chennai,3,2,2003,Yes,75.54
2623,Chennai,1,3,2008,Yes,103.36
2881,Delhi,3,3,2020,No,109.18
2942,Kolkata,5,1,2004,No,94.36
3943,Pune,3,2,2004,No,137.05
2374,Bangalore,3,2,2013,Yes,95.15
3001,Bangalore,5,1,2007,Yes,121.56
1049,Hyderabad,2,1,2002,Yes,49.19
1473,Kolkata,4,2,2015,Yes,89.85
1237,Pune,5,3,2005,Yes,61.7
2965,Bangalore,4,2,2011,No,96.06
1570,Chennai,4,3,2000,No,74.89
1067,Bangalore,1,3,2019,Yes,65.74
2784,Hyderabad,3,1,2012,No,108.14
1877,Bangalore,4,1,2014,Yes,92.96
1035,Kolkata,4,2,2000,Yes,65.89
1188,Chennai,4,3,2009,No,62.97
3837,Hyderabad,1,2,2000,Yes,130.14
1562,Mumbai,5,1,2019,Yes,75.51
2648,Hyderabad,4,2,2007,No,83.78
3248,Delhi,2,3,2005,Yes,132.38
1423,Bangalore,1,3,1995,Yes,63.02
3614,Delhi,2,1,2021,No,123.33
3766,Delhi,5,2,2004,No,138.33
2052,Pune,2,2,1996,Yes,72.01
3700,Kolkata,3,3,2012,No,133.11
1377,Pune,2,3,2015,Yes,65.01
2922,Pune,2,2,2021,No,99.37
1234,Hyderabad,2,1,2011,Yes,47.64
2950,Mumbai,1,1,2018,Yes,109.74
1563,Mumbai,5,1,2009,No,75.3
3585,Delhi,3,1,2001,Yes,139.99
3653,Delhi,5,3,2003,Yes,142.41
2129,Kolkata,2,2,2016,Yes,94.23
2945,Delhi,2,2,2000,No,91.48
3645,Delhi,2,3,2007,Yes,137.99
2158,Chennai,4,2,1999,Yes,105.03
3706,Delhi,5,1,2005,Yes,147.44
3282,Kolkata,3,3,2007,No,131.62
1246,Pune,2,3,2021,Yes,63.37
2817,Delhi,3,3,2002,Yes,119.8
2131,Kolkata,1,2,2005,Yes,91.79
1048,Hyderabad,4,2,2016,No,59.78
965,Pune,5,3,2000,No,73.83
3831,Pune,5,1,2001,No,144.61
2158,Delhi,3,2,2003,No,90.5
1819,Delhi,2,2,2005,Yes,89.56
1341,Bangalore,4,1,2008,No,67.57
1558,Pune,3,3,2018,No,65.33
3977,Delhi,1,3,2014,Yes,149.85
2928,Hyderabad,3,1,1998,Yes,118.79
2980,Hyderabad,2,2,1998,Yes,117.9
1596,Delhi,3,2,2022,No,56.15
3747,Bangalore,5,1,2015,Yes,145.98
937,Chennai,2,2,1995,Yes,72.94
3031,Kolkata,3,2,2017,Yes,123.26
2153,Pune,3,1,2007,No,104.35
3632,Pune,3,1,2017,Yes,155.63
2675,Bangalore,5,3,2012,Yes,119.5
3831,Chennai,5,1,2002,Yes,172.47
868,Mumbai,3,1,2020,Yes,61.02
3393,Kolkata,4,2,2020,No,127.81
2900,Hyderabad,1,1,1999,Yes,91.83
2273,Hyderabad,4,3,2017,No,108.26
1004,Bangalore,1,1,2004,No,38.62
2973,Delhi,3,1,2005,No,99.05
842,Delhi,2,2,2017,No,38.69
2706,Kolkata,5,1,2010,No,100.15
2958,Delhi,4,2,2006,Yes,121.46
1560,Mumbai,5,2,2009,No,76.35
3695,Delhi,5,2,2011,Yes,134.32
2942,Mumbai,5,3,2020,No,116.35
2794,Bangalore,1,1,2007,No,86.89
2735,Mumbai,2,2,1998,Yes,98.3
1699,Delhi,3,3,1998,Yes,69.77
1159,Pune,4,2,2012,Yes,78.63
3747,Delhi,2,2,2017,Yes,131.86
2519,Hyderabad,5,2,2000,Yes,126.14
1080,Mumbai,1,3,2021,Yes,63.68
2687,Hyderabad,5,3,2018,No,117.92
1466,Mumbai,1,1,2015,Yes,61.1
892,Chennai,5,2,2011,Yes,79.68
1471,Chennai,2,2,2021,Yes,79.67
2769,Chennai,4,2,2014,Yes,121.17
860,Delhi,4,3,2018,No,64.44
3481,Kolkata,1,3,2015,No,121.59
3922,Kolkata,5,3,2017,Yes,150.33
1828,Mumbai,3,1,1998,No,77.78
2289,Chennai,3,2,2018,No,87.87
1403,Pune,5,2,2008,Yes,73.07
1481,Bangalore,4,3,1996,No,71.79
3381,Bangalore,4,3,2005,Yes,144.95
2228,Chennai,4,2,2019,No,100.45
3685,Chennai,5,3,2009,Yes,160.49
3492,Kolkata,5,2,2019,Yes,134.45
3080,Chennai,4,3,2002,Yes,115.99
1323,Bangalore,5,3,2014,No,79.65
3193,Chennai,4,3,2019,No,125.35
3917,Hyderabad,5,3,2015,No,151.76
3393,Pune,5,1,2003,Yes,143.21
2768,Pune,2,2,2022,Yes,106.16
1901,Kolkata,5,2,2002,No,82.74
2553,Pune,2,3,1998,No,95.92
2636,Pune,5,1,2003,No,117.53
3944,Hyderabad,3,2,2011,No,150.71
3641,Hyderabad,5,1,1995,No,132.99
3096,Mumbai,3,2,2009,No,113.55
2894,Chennai,5,2,2017,No,106.04
1944,Delhi,2,1,2011,Yes,71.89
3061,Kolkata,5,2,2009,No,123.33
3086,Mumbai,1,3,2004,Yes,100.54
1879,Delhi,1,2,1997,No,77.1
3197,Delhi,1,1,2003,No,103.39
906,Mumbai,3,3,2007,No,58.15
3678,Chennai,3,2,2002,Yes,109.09
847,Mumbai,4,2,1997,No,49.71
1136,Bangalore,2,3,2022,Yes,75.69
1849,Hyderabad,5,2,2007,No,89.64
3651,Pune,1,1,2022,Yes,135.13
2080,Hyderabad,3,3,2013,No,81.39
2855,Hyderabad,5,1,2000,No,101.33
1424,Hyderabad,5,3,2015,No,78.21
2690,Hyderabad,2,2,2008,No,79.84
2076,Mumbai,3,1,2009,Yes,87.26
2515,Mumbai,1,1,2000,No,73.83
3566,Bangalore,4,2,2013,Yes,147.46
1102,Pune,1,3,1998,No,51.53
1438,Delhi,5,2,2018,No,68.82
855,Bangalore,3,2,2013,Yes,60.92
1525,Chennai,1,2,1995,Yes,68.26
1325,Mumbai,4,2,2003,Yes,60.43
1273,Mumbai,2,2,2017,No,59.58
827,Bangalore,3,2,2019,Yes,48.94
2925,Mumbai,1,1,2001,No,102.41
1164,Pune,5,1,2016,Yes,84.21
3513,Pune,5,2,2018,No,136.05
1325,Hyderabad,3,3,2004,No,51.51
3546,Bangalore,2,3,2021,Yes,149.07
2135,Bangalore,3,3,2014,Yes,87.32
1682,Hyderabad,4,3,2006,Yes,79.22
1830,Bangalore,1,2,2013,Yes,96.58
1826,Chennai,2,1,2018,No,74.53
2446,Mumbai,2,2,1997,Yes,97.85
1718,Delhi,3,3,2006,Yes,96.94
3597,Delhi,5,1,2010,No,129.16
3210,Delhi,2,1,1995,No,111.36
2574,Bangalore,1,2,2009,No,84.81
2331,Chennai,4,2,2014,Yes,110.04
3653,Chennai,1,3,2011,Yes,135.08
3586,Delhi,2,1,2014,No,132.02
2706,Delhi,4,3,2011,Yes,117.54
3886,Chennai,5,3,1998,No,159.59
2015,Hyderabad,3,3,2007,No,70.1
2454,Bangalore,3,2,2016,Yes,90.36
1284,Kolkata,4,2,2019,No,74.3
2875,Bangalore,3,3,2000,No,111.36
1513,Delhi,1,3,2001,No,57.13
1862,Pune,4,1,2001,No,71.06
2776,Bangalore,4,1,2004,Yes,113.74
2096,Pune,2,1,2000,Yes,78.31
2054,Mumbai,1,1,1996,Yes,85.47
2933,Kolkata,2,2,2018,Yes,106.09
925,Bangalore,4,3,2022,No,46.52
3659,Pune,1,1,1999,No,120.67
1336,Kolkata,4,3,2001,No,70.92
2992,Mumbai,5,3,2015,Yes,130.7
2872,Mumbai,3,2,2021,Yes,104.85
2403,Delhi,2,2,2008,Yes,107.52
866,Pune,5,3,1998,Yes,74.72
1032,Delhi,1,2,2007,No,41.25
2956,Hyderabad,4,1,1996,No,113.15
1969,Kolkata,3,2,2021,Yes,98.17
2958,Kolkata,1,2,2006,No,98.81
3075,Mumbai,1,2,1995,Yes,102.0
910,Kolkata,1,1,2007,No,22.27
2293,Bangalore,3,2,2011,Yes,87.89
2881,Bangalore,3,3,1995,No,115.89
1422,Bangalore,1,2,2019,Yes,59.5
3595,Pune,1,3,2018,Yes,140.72
3442,Chennai,2,1,2014,No,113.58
3272,Hyderabad,2,3,2016,No,124.27
3460,Hyderabad,3,1,2009,Yes,135.2
2341,Delhi,3,1,1996,Yes,105.0
3539,Kolkata,2,1,2015,Yes,133.75
2105,Chennai,3,1,2006,Yes,103.42
2561,Kolkata,5,2,2016,No,101.93
2775,Chennai,1,2,2011,No,109.76
3162,Mumbai,1,2,2001,No,91.75
1676,Delhi,5,1,2020,Yes,73.38
2789,Mumbai,2,1,2006,No,93.54
2112,Chennai,2,1,2003,Yes,84.31
2260,Hyderabad,5,3,2010,No,90.98
3509,Mumbai,5,2,2009,Yes,155.41
3124,Mumbai,3,1,2011,No,101.37
2533,Pune,4,1,2015,Yes,102.49
2405,Delhi,2,2,1996,Yes,114.77
2326,Kolkata,2,2,2001,No,96.84
3471,Delhi,2,2,1998,No,120.81
3363,Chennai,5,3,2018,No,135.55
3690,Bangalore,2,2,2015,Yes,139.77
3197,Mumbai,2,3,2021,Yes,121.44
2430,Delhi,3,2,2022,Yes,104.17
3670,Bangalore,5,3,2010,Yes,165.45
1960,Delhi,5,2,2022,Yes,121.48
1558,Hyderabad,3,3,1995,Yes,67.13
3746,Chennai,4,3,1999,No,142.76
1042,Hyderabad,5,2,1997,No,50.34
3390,Mumbai,3,2,2022,No,126.32
1863,Kolkata,1,3,2010,No,64.73
1028,Pune,3,3,2011,Yes,54.31
3395,Chennai,1,2,1999,Yes,117.54
1719,Chennai,4,1,2001,No,98.56
2046,Chennai,3,1,2006,Yes,96.09
805,Bangalore,5,1,2017,Yes,55.34
1267,Chennai,5,3,2016,No,82.07
2555,Pune,1,3,2002,No,98.53
874,Hyderabad,3,3,1995,Yes,76.6
803,Mumbai,4,3,2007,Yes,59.84
2670,Delhi,2,2,2011,No,108.46
1445,Kolkata,3,2,1996,Yes,76.2
917,Bangalore,3,3,1995,Yes,84.92
3728,Chennai,2,3,2001,Yes,137.62
2429,Delhi,4,3,2017,No,116.98
3351,Hyderabad,3,1,2008,Yes,133.33
2821,Chennai,2,1,2005,Yes,102.96
1746,Mumbai,2,3,1998,No,68.03
3421,Pune,2,2,2010,No,96.5
2264,Pune,4,3,2019,No,80.19
993,Kolkata,3,3,2017,Yes,57.02
1646,Hyderabad,4,1,2014,No,103.84
3562,Bangalore,4,2,2014,Yes,158.27
2215,Delhi,5,3,1998,No,97.22
3897,Delhi,3,2,1999,No,141.74
2258,Kolkata,5,2,2019,No,116.33
3020,Pune,3,2,2015,Yes,139.7
2468,Mumbai,1,3,2010,Yes,93.38
3173,Bangalore,3,2,2001,No,119.93
2233,Chennai,3,1,2008,No,88.39
1941,Hyderabad,2,1,2004,No,69.56
3683,Bangalore,3,1,2022,No,141.32
2610,Pune,4,2,2015,Yes,131.59
1523,Hyderabad,4,1,2020,Yes,71.65
1024,Chennai,2,1,2015,Yes,56.73
1331,Bangalore,2,2,2008,No,38.43
912,Mumbai,3,2,2003,No,29.51
2987,Delhi,4,3,2007,No,124.62
1358,Chennai,3,1,2002,No,64.6
2848,Bangalore,2,2,2004,No,112.75
2937,Kolkata,5,2,2002,No,126.92
1453,Mumbai,5,2,2010,Yes,81.41
1119,Kolkata,4,1,2006,No,63.61
2373,Bangalore,5,2,2000,Yes,120.27
2628,Kolkata,3,3,2005,Yes,101.06
2717,Chennai,5,3,1996,No,115.68
938,Kolkata,1,3,2009,Yes,46.27
3692,Mumbai,3,1,2010,No,131.93
2826,Hyderabad,3,3,2012,Yes,115.3
3106,Delhi,1,3,2004,Yes,113.16
1701,Kolkata,4,1,2008,Yes,79.8
1489,Mumbai,4,1,2020,Yes,66.67
2839,Bangalore,3,2,2012,No,99.24
809,Bangalore,4,2,2002,No,55.23
1060,Kolkata,3,2,2011,Yes,64.15
2742,Bangalore,3,3,2018,No,108.65
2473,Hyderabad,2,3,2018,Yes,109.07
3019,Bangalore,5,2,2015,Yes,131.69
3745,Kolkata,5,2,1997,No,139.8
2860,Bangalore,1,1,2008,No,95.45
1991,Hyderabad,3,3,2019,Yes,99.09
2419,Pune,5,2,2019,No,99.77
1120,Mumbai,4,2,2012,Yes,58.16
2142,Mumbai,4,2,2015,Yes,100.55
2436,Mumbai,5,2,1998,Yes,130.38
3176,Mumbai,3,3,2017,Yes,116.84
3632,Chennai,4,2,2006,No,125.75
3624,Kolkata,5,3,2004,Yes,150.47
2794,Bangalore,1,2,2000,Yes,104.24
3758,Pune,2,1,2016,Yes,136.47
2743,Hyderabad,5,2,2017,Yes,119.67
2838,Chennai,5,3,1995,No,121.82
1918,Kolkata,3,2,2003,No,71.11
2404,Mumbai,5,2,2020,No,88.55
3165,Hyderabad,5,1,2007,Yes,134.73
1035,Mumbai,4,1,2000,No,43.78
2769,Hyderabad,2,1,2006,Yes,129.94
1133,Pune,4,3,2003,No,57.17
2708,Kolkata,1,1,2011,Yes,95.42
1175,Mumbai,1,3,1999,Yes,68.43
1960,Mumbai,4,2,2013,Yes,115.55
3435,Mumbai,5,2,2002,Yes,147.43
2370,Mumbai,5,1,1999,No,101.19
3360,Chennai,1,1,2005,No,110.43
2119,Chennai,3,2,1995,No,101.62
3765,Chennai,1,3,2017,Yes,132.31
2655,Mumbai,1,3,2016,Yes,105.09
2172,Delhi,1,3,2016,Yes,74.19
1672,Chennai,4,3,2008,No,82.49
2052,Kolkata,3,3,2014,Yes,101.29
3117,Bangalore,4,2,1998,Yes,125.93
2651,Bangalore,4,3,2011,Yes,127.28
3645,Delhi,4,2,2017,No,116.53
2114,Pune,1,3,2007,No,85.54
1524,Bangalore,3,1,2014,Yes,79.89
2852,Hyderabad,2,2,2015,No,88.85
3698,Pune,3,3,1999,Yes,146.36
877,Bangalore,3,2,2005,Yes,59.54
3421,Hyderabad,4,1,2019,No,123.87
931,Delhi,3,3,2015,Yes,58.07
1400,Chennai,3,3,2013,No,73.72
2572,Kolkata,4,2,2005,No,103.04
1865,Pune,2,2,2003,No,85.33
2936,Hyderabad,3,3,2008,Yes,137.06
3249,Hyderabad,4,3,2021,Yes,145.21
3143,Pune,1,2,2014,Yes,124.46
2663,Delhi,5,2,1995,No,95.98
2118,Pune,5,3,2016,No,96.23
1415,Bangalore,1,1,1997,No,39.67
3647,Chennai,2,2,2009,Yes,133.57
3269,Mumbai,1,2,1997,No,119.36
2688,Delhi,5,2,2022,No,117.5
1846,Pune,3,2,2017,No,102.89
1374,Pune,1,3,2021,No,49.83
2990,Pune,1,1,2020,Yes,109.6
1792,Pune,1,1,2007,No,69.04
3512,Delhi,3,3,1995,No,140.11
2992,Bangalore,2,1,2012,Yes,109.47
2048,Bangalore,2,3,2012,Yes,92.33
3854,Chennai,2,2,2019,No,140.27
1302,Chennai,1,3,2001,Yes,73.95
2797,Mumbai,4,1,1996,Yes,118.19
1620,Bangalore,3,3,2009,Yes,82.87
2951,Hyderabad,3,3,2021,Yes,115.23
3910,Delhi,5,2,1999,Yes,157.94
2770,Bangalore,3,3,2011,Yes,120.91
997,Bangalore,2,1,1998,No,59.23
2469,Chennai,2,2,1996,No,94.75
3426,Hyderabad,2,2,2011,Yes,110.96
3238,Pune,4,1,1996,Yes,135.72
2002,Pune,4,3,2015,Yes,91.59
3401,Hyderabad,3,1,2013,Yes,137.71
2271,Bangalore,5,1,2004,No,94.93
3886,Bangalore,5,3,2014,Yes,172.25
2446,Bangalore,2,3,2019,Yes,120.56
2492,Bangalore,5,1,2005,Yes,96.65
2112,Kolkata,2,3,2022,No,87.72
2835,Chennai,2,1,2014,Yes,113.9
1277,Bangalore,4,3,2015,No,70.52
2054,Kolkata,4,2,2004,Yes,92.7
1722,Bangalore,1,1,2007,No,53.34
1219,Mumbai,1,1,1995,Yes,52.79
3004,Mumbai,1,2,2005,No,83.78
3397,Kolkata,3,2,2005,No,115.99
1920,Bangalore,5,3,2006,Yes,98.88
3868,Pune,1,1,2004,Yes,125.47
3844,Delhi,2,3,2003,No,133.71
1750,Mumbai,3,2,2005,Yes,79.09
3136,Bangalore,5,3,2007,No,136.96
2077,Mumbai,1,3,2019,No,75.77
3043,Bangalore,5,3,2010,Yes,140.32
3445,Pune,1,3,2020,No,120.2
2657,Pune,2,2,2014,No,108.1
1316,Mumbai,4,3,2019,Yes,75.48
2458,Kolkata,5,2,2014,No,101.15
2665,Hyderabad,4,1,2020,Yes,110.21
3712,Kolkata,4,2,2004,Yes,156.71
1941,Delhi,2,1,2001,No,72.27
3653,Delhi,4,2,2017,No,141.77
2732,Delhi,5,3,2007,Yes,130.32
1614,Hyderabad,3,2,2011,Yes,71.2
3075,Delhi,5,3,2013,No,113.71
2700,Chennai,1,1,1995,No,88.77
3063,Hyderabad,1,3,2002,No,117.6
3795,Kolkata,1,2,2014,No,131.69
2862,Bangalore,5,3,1995,Yes,122.78
2894,Pune,5,3,2016,No,127.44
3171,Delhi,4,2,2018,No,114.55
3691,Chennai,4,1,2010,Yes,149.73
929,Kolkata,5,2,2014,Yes,73.55
894,Bangalore,3,3,1995,Yes,58.54
3474,Kolkata,2,3,2013,No,120.81
3602,Kolkata,4,3,1999,Yes,141.73
2755,Chennai,4,1,2012,Yes,123.42
1593,Mumbai,5,2,2003,No,88.31
2634,Kolkata,3,2,1995,No,89.5
2916,Mumbai,4,3,2013,Yes,130.91
2483,Delhi,1,1,1995,Yes,88.11
810,Mumbai,1,1,2003,No,29.97
2665,Bangalore,4,1,1995,No,107.16
3719,Delhi,5,3,2012,Yes,140.66
3397,Chennai,5,1,2003,No,126.66
1511,Pune,5,3,1999,No,91.81
2870,Pune,3,2,2020,No,121.27
1614,Pune,1,2,1996,Yes,77.25
1145,Bangalore,2,2,2016,No,50.29
